id,tma_mdpl
2025-11-17 18:00:00 - Ngrembang,139.98
2025-11-18 06:00:00 - Ngrembang,139.96
2025-11-18 12:00:00 - Ngrembang,139.96
2025-11-18 18:00:00 - Ngrembang,139.91
2025-11-19 06:00:00 - Ngrembang,139.96
2025-11-19 12:00:00 - Ngrembang,139.95
2025-11-19 18:00:00 - Ngrembang,139.96
2025-11-20 06:00:00 - Ngrembang,139.96
2025-11-20 12:00:00 - Ngrembang,139.96
2025-11-20 18:00:00 - Ngrembang,141.86
2025-11-21 06:00:00 - Ngrembang,140.16
2025-11-21 12:00:00 - Ngrembang,140.09
2025-11-21 18:00:00 - Ngrembang,141.01
2025-11-22 06:00:00 - Ngrembang,140.26
2025-11-22 12:00:00 - Ngrembang,140.41
2025-11-22 18:00:00 - Ngrembang,140.36
2025-11-23 06:00:00 - Ngrembang,140.28
2025-11-23 12:00:00 - Ngrembang,140.26
2025-11-23 18:00:00 - Ngrembang,140.61
2025-11-24 06:00:00 - Ngrembang,140.61
2025-11-24 12:00:00 - Ngrembang,140.49
2025-11-24 18:00:00 - Ngrembang,140.39
2025-11-25 06:00:00 - Ngrembang,140.29
2025-11-25 12:00:00 - Ngrembang,140.26
2025-11-25 18:00:00 - Ngrembang,140.23
2025-11-26 06:00:00 - Ngrembang,140.23
2025-11-26 12:00:00 - Ngrembang,140.29
2025-11-26 18:00:00 - Ngrembang,140.26
2025-11-27 06:00:00 - Ngrembang,140.26
2025-11-27 12:00:00 - Ngrembang,140.23
2025-11-27 18:00:00 - Ngrembang,140.01
2025-11-28 06:00:00 - Ngrembang,139.98
2025-11-28 12:00:00 - Ngrembang,139.96
2025-11-28 18:00:00 - Ngrembang,139.96
2025-11-29 06:00:00 - Ngrembang,139.95
2025-11-29 12:00:00 - Ngrembang,139.93
2025-11-29 18:00:00 - Ngrembang,139.91
2025-11-30 06:00:00 - Ngrembang,139.94
2025-11-30 12:00:00 - Ngrembang,139.93
2025-11-30 18:00:00 - Ngrembang,139.91
2025-12-01 06:00:00 - Ngrembang,139.93
2025-12-01 12:00:00 - Ngrembang,139.93
2025-12-01 18:00:00 - Ngrembang,139.91
2025-12-02 06:00:00 - Ngrembang,139.93
2025-12-02 12:00:00 - Ngrembang,139.91
2025-12-02 18:00:00 - Ngrembang,139.91
2025-12-03 06:00:00 - Ngrembang,139.93
2025-12-03 12:00:00 - Ngrembang,139.91
2025-12-03 18:00:00 - Ngrembang,139.91
2025-12-04 06:00:00 - Ngrembang,139.93
2025-12-04 12:00:00 - Ngrembang,139.92
2025-12-04 18:00:00 - Ngrembang,139.91
2025-12-05 06:00:00 - Ngrembang,140.02
2025-12-05 12:00:00 - Ngrembang,140.01
2025-12-05 18:00:00 - Ngrembang,139.96
2025-12-06 06:00:00 - Ngrembang,139.95
2025-12-06 12:00:00 - Ngrembang,139.93
2025-12-06 18:00:00 - Ngrembang,139.92
2025-12-07 06:00:00 - Ngrembang,139.93
2025-12-07 12:00:00 - Ngrembang,139.92
2025-12-07 18:00:00 - Ngrembang,139.91
2025-12-08 06:00:00 - Ngrembang,139.93
2025-12-08 12:00:00 - Ngrembang,139.91
2025-12-08 18:00:00 - Ngrembang,139.91
2025-12-09 06:00:00 - Ngrembang,140.04
2025-12-09 12:00:00 - Ngrembang,140.0
2025-12-09 18:00:00 - Ngrembang,139.99
2025-12-10 06:00:00 - Ngrembang,139.96
2025-12-10 12:00:00 - Ngrembang,139.96
2025-12-10 18:00:00 - Ngrembang,139.94
2025-12-11 06:00:00 - Ngrembang,139.93
2025-12-11 12:00:00 - Ngrembang,139.92
2025-12-11 18:00:00 - Ngrembang,139.91
2025-12-12 06:00:00 - Ngrembang,139.91
2025-12-12 12:00:00 - Ngrembang,139.91
2025-12-12 18:00:00 - Ngrembang,139.91
2025-12-13 06:00:00 - Ngrembang,139.91
2025-12-13 12:00:00 - Ngrembang,139.91
2025-12-13 18:00:00 - Ngrembang,139.91
2025-12-14 06:00:00 - Ngrembang,139.91
2025-12-14 12:00:00 - Ngrembang,139.91
2025-12-14 18:00:00 - Ngrembang,139.91
2025-12-15 06:00:00 - Ngrembang,139.92
2025-12-15 12:00:00 - Ngrembang,139.91
2025-12-15 18:00:00 - Ngrembang,139.91
2025-12-16 06:00:00 - Ngrembang,139.91
2025-12-16 12:00:00 - Ngrembang,139.91
2025-12-16 18:00:00 - Ngrembang,139.91
2025-12-17 06:00:00 - Ngrembang,139.91
2025-12-17 12:00:00 - Ngrembang,139.91
2025-12-17 18:00:00 - Ngrembang,139.91
2025-12-18 06:00:00 - Ngrembang,139.93
2025-12-18 12:00:00 - Ngrembang,139.91
2025-12-18 18:00:00 - Ngrembang,139.91
2025-12-19 06:00:00 - Ngrembang,139.93
2025-12-19 12:00:00 - Ngrembang,139.93
2025-12-19 18:00:00 - Ngrembang,139.91
2025-12-20 06:00:00 - Ngrembang,139.94
2025-12-20 12:00:00 - Ngrembang,139.92
2025-12-20 18:00:00 - Ngrembang,139.94
2025-12-21 06:00:00 - Ngrembang,140.08
2025-12-21 12:00:00 - Ngrembang,140.03
2025-12-21 18:00:00 - Ngrembang,140.01
2025-12-22 06:00:00 - Ngrembang,139.96
2025-12-22 12:00:00 - Ngrembang,139.96
2025-12-22 18:00:00 - Ngrembang,140.21
2025-12-23 06:00:00 - Ngrembang,140.19
2025-12-23 12:00:00 - Ngrembang,140.17
2025-12-23 18:00:00 - Ngrembang,140.16
2025-12-24 06:00:00 - Ngrembang,140.21
2025-12-24 12:00:00 - Ngrembang,140.19
2025-12-24 18:00:00 - Ngrembang,140.19
2025-12-25 06:00:00 - Ngrembang,140.18
2025-12-25 12:00:00 - Ngrembang,140.16
2025-12-25 18:00:00 - Ngrembang,140.16
2025-12-26 06:00:00 - Ngrembang,140.17
2025-12-26 12:00:00 - Ngrembang,140.16
2025-12-26 18:00:00 - Ngrembang,140.24
2025-12-27 06:00:00 - Ngrembang,141.46
2025-12-27 12:00:00 - Ngrembang,140.91
2025-12-27 18:00:00 - Ngrembang,140.66
2025-12-28 06:00:00 - Ngrembang,140.41
2025-12-28 12:00:00 - Ngrembang,140.36
2025-12-28 18:00:00 - Ngrembang,140.31
2025-12-29 06:00:00 - Ngrembang,140.27
2025-12-29 12:00:00 - Ngrembang,140.26
2025-12-29 18:00:00 - Ngrembang,140.24
2025-12-30 06:00:00 - Ngrembang,140.21
2025-12-30 12:00:00 - Ngrembang,140.19
2025-12-30 18:00:00 - Ngrembang,140.16
2025-12-31 06:00:00 - Ngrembang,140.21
2025-12-31 12:00:00 - Ngrembang,140.16
2025-12-31 18:00:00 - Ngrembang,140.18
2026-01-01 06:00:00 - Ngrembang,140.17
2026-01-01 12:00:00 - Ngrembang,140.16
2026-01-01 18:00:00 - Ngrembang,140.16
2026-01-02 06:00:00 - Ngrembang,140.61
2026-01-02 12:00:00 - Ngrembang,140.41
2026-01-02 18:00:00 - Ngrembang,140.34
2026-01-03 06:00:00 - Ngrembang,140.27
2026-01-03 12:00:00 - Ngrembang,140.26
2026-01-03 18:00:00 - Ngrembang,140.19
2026-01-04 06:00:00 - Ngrembang,140.23
2026-01-04 12:00:00 - Ngrembang,140.21
2026-01-04 18:00:00 - Ngrembang,140.19
2026-01-05 06:00:00 - Ngrembang,140.19
2026-01-05 12:00:00 - Ngrembang,140.16
2026-01-05 18:00:00 - Ngrembang,140.18
2026-01-06 06:00:00 - Ngrembang,140.17
2026-01-06 12:00:00 - Ngrembang,140.16
2026-01-06 18:00:00 - Ngrembang,140.16
2026-01-07 06:00:00 - Ngrembang,140.17
2026-01-07 12:00:00 - Ngrembang,140.15
2026-01-07 18:00:00 - Ngrembang,140.16
2026-01-08 06:00:00 - Ngrembang,140.16
2026-01-08 12:00:00 - Ngrembang,140.16
2026-01-08 18:00:00 - Ngrembang,140.15
2026-01-09 06:00:00 - Ngrembang,140.17
2026-01-09 12:00:00 - Ngrembang,140.16
2026-01-09 18:00:00 - Ngrembang,140.03
2026-01-10 06:00:00 - Ngrembang,140.81
2026-01-10 12:00:00 - Ngrembang,140.27
2026-01-10 18:00:00 - Ngrembang,140.16
2026-01-11 06:00:00 - Ngrembang,140.66
2026-01-11 12:00:00 - Ngrembang,140.56
2026-01-11 18:00:00 - Ngrembang,140.39
2026-01-12 06:00:00 - Ngrembang,140.13
2026-01-12 12:00:00 - Ngrembang,140.11
2026-01-12 18:00:00 - Ngrembang,140.07
2026-01-13 06:00:00 - Ngrembang,140.06
2026-01-13 12:00:00 - Ngrembang,140.06
2026-01-13 18:00:00 - Ngrembang,140.04
2026-01-14 06:00:00 - Ngrembang,140.08
2026-01-14 12:00:00 - Ngrembang,140.41
2026-01-14 18:00:00 - Ngrembang,140.21
2026-01-15 06:00:00 - Ngrembang,140.13
2026-01-15 12:00:00 - Ngrembang,140.11
2026-01-15 18:00:00 - Ngrembang,140.33
2026-01-16 06:00:00 - Ngrembang,140.16
2026-01-16 12:00:00 - Ngrembang,140.13
2026-01-16 18:00:00 - Ngrembang,140.11
2026-01-17 06:00:00 - Ngrembang,141.06
2026-01-17 12:00:00 - Ngrembang,140.51
2026-01-17 18:00:00 - Ngrembang,141.41
2026-01-18 06:00:00 - Ngrembang,140.51
2026-01-18 12:00:00 - Ngrembang,140.46
2026-01-18 18:00:00 - Ngrembang,140.43
2026-01-19 06:00:00 - Ngrembang,140.33
2026-01-19 12:00:00 - Ngrembang,140.26
2026-01-19 18:00:00 - Ngrembang,140.21
2026-01-20 06:00:00 - Ngrembang,140.14
2026-01-20 12:00:00 - Ngrembang,140.12
2026-01-20 18:00:00 - Ngrembang,140.31
2026-01-21 06:00:00 - Ngrembang,140.24
2026-01-21 12:00:00 - Ngrembang,140.21
2026-01-21 18:00:00 - Ngrembang,140.23
2026-01-22 06:00:00 - Ngrembang,140.22
2026-01-22 12:00:00 - Ngrembang,140.21
2026-01-22 18:00:00 - Ngrembang,140.21
2026-01-23 06:00:00 - Ngrembang,140.21
2026-01-23 12:00:00 - Ngrembang,140.21
2026-01-23 18:00:00 - Ngrembang,140.2
2026-01-24 06:00:00 - Ngrembang,140.19
2026-01-24 12:00:00 - Ngrembang,140.18
2026-01-24 18:00:00 - Ngrembang,140.16
2026-01-25 06:00:00 - Ngrembang,140.18
2026-01-25 12:00:00 - Ngrembang,140.16
2026-01-25 18:00:00 - Ngrembang,140.16
2026-01-26 06:00:00 - Ngrembang,140.16
2026-01-26 12:00:00 - Ngrembang,140.16
2026-01-26 18:00:00 - Ngrembang,140.17
2026-01-27 06:00:00 - Ngrembang,140.23
2026-01-27 12:00:00 - Ngrembang,140.21
2026-01-27 18:00:00 - Ngrembang,142.21
2026-01-28 06:00:00 - Ngrembang,140.66
2026-01-28 12:00:00 - Ngrembang,140.46
2026-01-28 18:00:00 - Ngrembang,141.41
2026-01-29 06:00:00 - Ngrembang,140.64
2026-01-29 12:00:00 - Ngrembang,140.49
2026-01-29 18:00:00 - Ngrembang,140.41
2026-01-30 06:00:00 - Ngrembang,140.3
2026-01-30 12:00:00 - Ngrembang,140.26
2026-01-30 18:00:00 - Ngrembang,140.24
2026-01-31 06:00:00 - Ngrembang,140.23
2026-01-31 12:00:00 - Ngrembang,140.21
2026-01-31 18:00:00 - Ngrembang,140.61
2026-02-01 06:00:00 - Ngrembang,140.26
2026-02-01 12:00:00 - Ngrembang,140.41
2026-02-01 18:00:00 - Ngrembang,140.36
2026-02-02 06:00:00 - Ngrembang,140.26
2026-02-02 12:00:00 - Ngrembang,140.21
2026-02-02 18:00:00 - Ngrembang,140.23
2026-02-03 06:00:00 - Ngrembang,140.26
2026-02-03 12:00:00 - Ngrembang,140.23
2026-02-03 18:00:00 - Ngrembang,140.21
2026-02-04 06:00:00 - Ngrembang,140.22
2026-02-04 12:00:00 - Ngrembang,140.21
2026-02-04 18:00:00 - Ngrembang,140.22
2026-02-05 06:00:00 - Ngrembang,140.23
2026-02-05 12:00:00 - Ngrembang,140.21
2026-02-05 18:00:00 - Ngrembang,140.2
2026-02-06 06:00:00 - Ngrembang,140.21
2026-02-06 12:00:00 - Ngrembang,140.2
2026-02-06 18:00:00 - Ngrembang,140.18
2026-02-07 06:00:00 - Ngrembang,140.21
2026-02-07 12:00:00 - Ngrembang,140.18
2026-02-07 18:00:00 - Ngrembang,139.98
2026-02-08 06:00:00 - Ngrembang,139.99
2026-02-08 12:00:00 - Ngrembang,139.96
2026-02-08 18:00:00 - Ngrembang,139.93
2026-02-09 06:00:00 - Ngrembang,139.93
2026-02-09 12:00:00 - Ngrembang,139.91
2026-02-09 18:00:00 - Ngrembang,139.91
2026-02-10 06:00:00 - Ngrembang,139.96
2026-02-10 12:00:00 - Ngrembang,139.93
2026-02-10 18:00:00 - Ngrembang,139.94
2026-02-11 06:00:00 - Ngrembang,139.94
2026-02-11 12:00:00 - Ngrembang,139.92
2026-02-11 18:00:00 - Ngrembang,139.94
2026-02-12 06:00:00 - Ngrembang,139.93
2026-02-12 12:00:00 - Ngrembang,139.92
2026-02-12 18:00:00 - Ngrembang,139.91
2026-02-13 06:00:00 - Ngrembang,139.93
2026-02-13 12:00:00 - Ngrembang,139.91
2026-02-13 18:00:00 - Ngrembang,139.92
2026-02-14 06:00:00 - Ngrembang,139.93
2026-02-14 12:00:00 - Ngrembang,139.91
2026-02-14 18:00:00 - Ngrembang,139.93
2026-02-15 06:00:00 - Ngrembang,139.93
2026-02-15 12:00:00 - Ngrembang,139.91
2026-02-15 18:00:00 - Ngrembang,140.61
2026-02-16 06:00:00 - Ngrembang,142.09
2026-02-16 12:00:00 - Ngrembang,140.81
2026-02-16 18:00:00 - Ngrembang,140.41
2026-02-17 06:00:00 - Ngrembang,140.21
2026-02-17 12:00:00 - Ngrembang,140.16
2026-02-17 18:00:00 - Ngrembang,140.06
2026-02-18 06:00:00 - Ngrembang,139.97
2026-02-18 12:00:00 - Ngrembang,139.96
2026-02-18 18:00:00 - Ngrembang,140.31
2026-02-19 06:00:00 - Ngrembang,140.06
2026-02-19 12:00:00 - Ngrembang,140.04
2026-02-19 18:00:00 - Ngrembang,139.98
2026-02-20 06:00:00 - Ngrembang,140.15
2026-02-20 12:00:00 - Ngrembang,140.03
2026-02-20 18:00:00 - Ngrembang,140.06
2026-02-21 06:00:00 - Ngrembang,140.01
2026-02-21 12:00:00 - Ngrembang,140.01
2026-02-21 18:00:00 - Ngrembang,139.96
2026-02-22 06:00:00 - Ngrembang,139.93
2026-02-22 12:00:00 - Ngrembang,139.91
2026-02-22 18:00:00 - Ngrembang,139.93
2026-02-23 06:00:00 - Ngrembang,139.91
2026-02-23 12:00:00 - Ngrembang,139.91
2026-02-23 18:00:00 - Ngrembang,139.96
2026-02-24 06:00:00 - Ngrembang,139.96
2026-02-24 12:00:00 - Ngrembang,139.96
2026-02-24 18:00:00 - Ngrembang,139.93
2026-02-25 06:00:00 - Ngrembang,139.96
2026-02-25 12:00:00 - Ngrembang,139.96
2026-02-25 18:00:00 - Ngrembang,139.95
2026-02-26 06:00:00 - Ngrembang,139.98
2026-02-26 12:00:00 - Ngrembang,140.77
2026-02-26 18:00:00 - Ngrembang,140.41
2026-02-27 06:00:00 - Ngrembang,141.91
2026-02-27 12:00:00 - Ngrembang,140.96
2026-02-27 18:00:00 - Ngrembang,140.86
2026-02-28 06:00:00 - Ngrembang,141.06
2026-02-28 12:00:00 - Ngrembang,140.81
2026-02-28 18:00:00 - Ngrembang,141.06
2026-03-01 06:00:00 - Ngrembang,141.41
2026-03-01 12:00:00 - Ngrembang,141.06
2026-03-01 18:00:00 - Ngrembang,140.76
2026-03-02 06:00:00 - Ngrembang,140.45
2026-03-02 12:00:00 - Ngrembang,140.41
2026-03-02 18:00:00 - Ngrembang,140.89
2026-03-03 06:00:00 - Ngrembang,141.05
2026-03-03 12:00:00 - Ngrembang,140.77
2026-03-03 18:00:00 - Ngrembang,142.01
2026-03-04 06:00:00 - Ngrembang,141.07
2026-03-04 12:00:00 - Ngrembang,140.81
2026-03-04 18:00:00 - Ngrembang,141.41
2026-03-05 06:00:00 - Ngrembang,140.87
2026-03-05 12:00:00 - Ngrembang,140.93
2026-03-05 18:00:00 - Ngrembang,140.91
2026-03-06 06:00:00 - Ngrembang,140.61
2026-03-06 12:00:00 - Ngrembang,140.46
2026-03-06 18:00:00 - Ngrembang,140.31
2026-03-07 06:00:00 - Ngrembang,140.18
2026-03-07 12:00:00 - Ngrembang,140.16
2026-03-07 18:00:00 - Ngrembang,140.08
2026-03-08 06:00:00 - Ngrembang,140.08
2026-03-08 12:00:00 - Ngrembang,140.06
2026-03-08 18:00:00 - Ngrembang,140.04
2026-03-09 06:00:00 - Ngrembang,140.03
2026-03-09 12:00:00 - Ngrembang,140.01
2026-03-09 18:00:00 - Ngrembang,139.99
2026-03-10 06:00:00 - Ngrembang,139.98
2026-03-10 12:00:00 - Ngrembang,139.96
2026-03-10 18:00:00 - Ngrembang,139.96
2026-03-11 06:00:00 - Ngrembang,139.96
2026-03-11 12:00:00 - Ngrembang,139.95
2026-03-11 18:00:00 - Ngrembang,139.96
2026-03-12 06:00:00 - Ngrembang,139.94
2026-03-12 12:00:00 - Ngrembang,139.93
2026-03-12 18:00:00 - Ngrembang,139.91
2026-03-13 06:00:00 - Ngrembang,139.91
2026-03-13 12:00:00 - Ngrembang,139.91
2026-03-13 18:00:00 - Ngrembang,139.91
2026-03-14 06:00:00 - Ngrembang,139.91
2026-03-14 12:00:00 - Ngrembang,139.91
2026-03-14 18:00:00 - Ngrembang,139.9
2026-03-15 06:00:00 - Ngrembang,139.91
2026-03-15 12:00:00 - Ngrembang,139.91
2026-03-15 18:00:00 - Ngrembang,139.91
2026-03-16 06:00:00 - Ngrembang,139.96
2026-03-16 12:00:00 - Ngrembang,139.94
2026-03-16 18:00:00 - Ngrembang,139.93
2026-03-17 06:00:00 - Ngrembang,139.92
2026-03-17 12:00:00 - Ngrembang,139.91
2026-03-17 18:00:00 - Ngrembang,139.9
2026-03-18 06:00:00 - Ngrembang,139.91
2026-03-18 12:00:00 - Ngrembang,139.91
2026-03-18 18:00:00 - Ngrembang,139.89
2026-03-19 06:00:00 - Ngrembang,139.89
2026-03-19 12:00:00 - Ngrembang,139.91
2026-03-19 18:00:00 - Ngrembang,139.91
2026-03-20 06:00:00 - Ngrembang,139.93
2026-03-20 12:00:00 - Ngrembang,139.91
2026-03-20 18:00:00 - Ngrembang,139.91
2026-03-21 06:00:00 - Ngrembang,139.92
2026-03-21 12:00:00 - Ngrembang,139.9
2026-03-21 18:00:00 - Ngrembang,139.91
2026-03-22 06:00:00 - Ngrembang,139.91
2026-03-22 12:00:00 - Ngrembang,139.91
2026-03-22 18:00:00 - Ngrembang,139.89
2026-03-23 06:00:00 - Ngrembang,139.91
2026-03-23 12:00:00 - Ngrembang,139.91
2026-03-23 18:00:00 - Ngrembang,139.91
2026-03-24 06:00:00 - Ngrembang,139.91
2026-03-24 12:00:00 - Ngrembang,139.9
2026-03-24 18:00:00 - Ngrembang,139.91
2026-03-25 06:00:00 - Ngrembang,139.91
2026-03-25 12:00:00 - Ngrembang,139.91
2026-03-25 18:00:00 - Ngrembang,139.91
2026-03-26 06:00:00 - Ngrembang,139.91
2026-03-26 12:00:00 - Ngrembang,139.91
2026-03-26 18:00:00 - Ngrembang,139.93
2026-03-27 06:00:00 - Ngrembang,139.9
2026-03-27 12:00:00 - Ngrembang,139.91
2026-03-27 18:00:00 - Ngrembang,139.91
2026-03-28 06:00:00 - Ngrembang,139.92
2026-03-28 12:00:00 - Ngrembang,139.91
2026-03-28 18:00:00 - Ngrembang,140.46
2026-03-29 06:00:00 - Ngrembang,139.96
2026-03-29 12:00:00 - Ngrembang,139.91
2026-03-29 18:00:00 - Ngrembang,139.93
2026-03-30 06:00:00 - Ngrembang,139.92
2026-03-30 12:00:00 - Ngrembang,139.91
2026-03-30 18:00:00 - Ngrembang,139.91
2026-03-31 06:00:00 - Ngrembang,139.95
2026-03-31 12:00:00 - Ngrembang,139.91
2026-03-31 18:00:00 - Ngrembang,140.09
2026-04-01 06:00:00 - Ngrembang,140.59
2026-04-01 12:00:00 - Ngrembang,140.41
2026-04-01 18:00:00 - Ngrembang,140.33
2026-04-02 06:00:00 - Ngrembang,140.16
2026-04-02 12:00:00 - Ngrembang,140.06
2026-04-02 18:00:00 - Ngrembang,140.89
2026-04-03 06:00:00 - Ngrembang,140.45
2026-04-03 12:00:00 - Ngrembang,140.23
2026-04-03 18:00:00 - Ngrembang,141.66
2026-04-04 06:00:00 - Ngrembang,140.66
2026-04-04 12:00:00 - Ngrembang,140.46
2026-04-04 18:00:00 - Ngrembang,141.06
2026-04-05 06:00:00 - Ngrembang,140.59
2026-04-05 12:00:00 - Ngrembang,140.41
2026-04-05 18:00:00 - Ngrembang,140.71
2026-04-06 06:00:00 - Ngrembang,140.39
2026-04-06 12:00:00 - Ngrembang,140.21
2026-04-06 18:00:00 - Ngrembang,140.14
2026-04-07 06:00:00 - Ngrembang,140.17
2026-04-07 12:00:00 - Ngrembang,140.06
2026-04-07 18:00:00 - Ngrembang,140.04
2026-04-08 06:00:00 - Ngrembang,140.03
2026-04-08 12:00:00 - Ngrembang,140.01
2026-04-08 18:00:00 - Ngrembang,140.03
2026-04-09 06:00:00 - Ngrembang,139.98
2026-04-09 12:00:00 - Ngrembang,139.96
2026-04-09 18:00:00 - Ngrembang,139.96
2026-04-10 06:00:00 - Ngrembang,140.02
2026-04-10 12:00:00 - Ngrembang,140.01
2026-04-10 18:00:00 - Ngrembang,141.39
2026-04-11 06:00:00 - Ngrembang,140.61
2026-04-11 12:00:00 - Ngrembang,140.41
2026-04-11 18:00:00 - Ngrembang,140.23
2026-04-12 06:00:00 - Ngrembang,140.07
2026-04-12 12:00:00 - Ngrembang,140.06
2026-04-12 18:00:00 - Ngrembang,140.01
2026-04-13 06:00:00 - Ngrembang,139.99
2026-04-13 12:00:00 - Ngrembang,139.96
2026-04-13 18:00:00 - Ngrembang,139.97
2026-04-14 06:00:00 - Ngrembang,139.96
2026-04-14 12:00:00 - Ngrembang,139.96
2026-04-14 18:00:00 - Ngrembang,139.96
2026-04-15 06:00:00 - Ngrembang,142.06
2026-04-15 12:00:00 - Ngrembang,141.21
2026-04-15 18:00:00 - Ngrembang,141.81
2026-04-16 06:00:00 - Ngrembang,140.81
2026-04-16 12:00:00 - Ngrembang,140.56
2026-04-16 18:00:00 - Ngrembang,140.41
2026-04-17 06:00:00 - Ngrembang,140.14
2026-04-17 12:00:00 - Ngrembang,140.11
2026-04-17 18:00:00 - Ngrembang,140.04
2026-04-18 06:00:00 - Ngrembang,140.01
2026-04-18 12:00:00 - Ngrembang,139.99
2026-04-18 18:00:00 - Ngrembang,139.96
2026-04-19 06:00:00 - Ngrembang,139.96
2026-04-19 12:00:00 - Ngrembang,139.96
2026-04-19 18:00:00 - Ngrembang,139.94
2026-04-20 06:00:00 - Ngrembang,139.94
2026-04-20 12:00:00 - Ngrembang,139.94
2026-04-20 18:00:00 - Ngrembang,139.91
2026-04-21 06:00:00 - Ngrembang,139.91
2026-04-21 12:00:00 - Ngrembang,139.91
2026-04-21 18:00:00 - Ngrembang,139.92
2026-04-22 06:00:00 - Ngrembang,139.92
2026-04-22 12:00:00 - Ngrembang,139.91
2026-04-22 18:00:00 - Ngrembang,140.86
2026-04-23 06:00:00 - Ngrembang,140.57
2026-04-23 12:00:00 - Ngrembang,140.33
2026-04-23 18:00:00 - Ngrembang,140.21
2026-04-24 06:00:00 - Ngrembang,140.03
2026-04-24 12:00:00 - Ngrembang,140.01
2026-04-24 18:00:00 - Ngrembang,140.01
2026-04-25 06:00:00 - Ngrembang,139.97
2026-04-25 12:00:00 - Ngrembang,139.96
2026-04-25 18:00:00 - Ngrembang,140.56
2026-04-26 06:00:00 - Ngrembang,140.03
2026-04-26 12:00:00 - Ngrembang,140.01
2026-04-26 18:00:00 - Ngrembang,139.96
2026-04-27 06:00:00 - Ngrembang,139.99
2026-04-27 12:00:00 - Ngrembang,139.97
2026-04-27 18:00:00 - Ngrembang,139.94
2026-04-28 06:00:00 - Ngrembang,139.96
2026-04-28 12:00:00 - Ngrembang,139.91
2026-04-28 18:00:00 - Ngrembang,140.46
2026-04-29 06:00:00 - Ngrembang,140.76
2026-04-29 12:00:00 - Ngrembang,140.56
2026-04-29 18:00:00 - Ngrembang,140.51
2026-04-30 06:00:00 - Ngrembang,140.49
2026-04-30 12:00:00 - Ngrembang,140.32
2026-04-30 18:00:00 - Ngrembang,140.56
2026-05-01 06:00:00 - Ngrembang,140.71
2026-05-01 12:00:00 - Ngrembang,140.46
2026-05-01 18:00:00 - Ngrembang,140.31
2026-05-02 06:00:00 - Ngrembang,140.11
2026-05-02 12:00:00 - Ngrembang,140.36
2026-05-02 18:00:00 - Ngrembang,140.26
2026-05-03 06:00:00 - Ngrembang,140.16
2026-05-03 12:00:00 - Ngrembang,140.14
2026-05-03 18:00:00 - Ngrembang,140.11
2026-05-04 06:00:00 - Ngrembang,140.14
2026-05-04 12:00:00 - Ngrembang,140.11
2026-05-04 18:00:00 - Ngrembang,140.11
2026-05-05 06:00:00 - Ngrembang,140.13
2026-05-05 12:00:00 - Ngrembang,140.11
2026-05-05 18:00:00 - Ngrembang,140.12
2026-05-06 06:00:00 - Ngrembang,140.12
2026-05-06 12:00:00 - Ngrembang,140.11
2026-05-06 18:00:00 - Ngrembang,140.11
2026-05-07 06:00:00 - Ngrembang,140.11
2026-05-07 12:00:00 - Ngrembang,140.11
2026-05-07 18:00:00 - Ngrembang,140.09
2026-05-08 06:00:00 - Ngrembang,140.11
2026-05-08 12:00:00 - Ngrembang,140.09
2026-05-08 18:00:00 - Ngrembang,140.09
2026-05-09 06:00:00 - Ngrembang,139.91
2026-05-09 12:00:00 - Ngrembang,139.91
2026-05-09 18:00:00 - Ngrembang,139.89
2026-05-10 06:00:00 - Ngrembang,139.92
2026-05-10 12:00:00 - Ngrembang,139.91
2026-05-10 18:00:00 - Ngrembang,139.91
2026-05-11 06:00:00 - Ngrembang,139.92
2026-05-11 12:00:00 - Ngrembang,139.92
2026-05-11 18:00:00 - Ngrembang,139.9
2026-05-12 06:00:00 - Ngrembang,139.92
2026-05-12 12:00:00 - Ngrembang,139.91
2026-05-12 18:00:00 - Ngrembang,139.91
2026-05-13 06:00:00 - Ngrembang,139.91
2026-05-13 12:00:00 - Ngrembang,139.91
2026-05-13 18:00:00 - Ngrembang,139.89
2026-05-14 06:00:00 - Ngrembang,139.91
2026-05-14 12:00:00 - Ngrembang,139.91
2026-05-14 18:00:00 - Ngrembang,139.89
2026-05-15 06:00:00 - Ngrembang,139.91
2026-05-15 12:00:00 - Ngrembang,139.91
2026-05-15 18:00:00 - Ngrembang,139.89
2026-05-16 06:00:00 - Ngrembang,139.91
2026-05-16 12:00:00 - Ngrembang,139.91
2026-05-16 18:00:00 - Ngrembang,139.9
2026-05-17 06:00:00 - Ngrembang,139.92
2026-05-17 12:00:00 - Ngrembang,139.91
2026-05-17 18:00:00 - Ngrembang,139.89
2026-05-18 06:00:00 - Ngrembang,139.91
2026-05-18 12:00:00 - Ngrembang,139.91
2026-05-18 18:00:00 - Ngrembang,139.89
2025-09-19 06:00:00 - Peren,91.08
2025-09-19 12:00:00 - Peren,91.0
2025-09-19 18:00:00 - Peren,90.95
2025-09-20 06:00:00 - Peren,91.1
2025-09-20 12:00:00 - Peren,91.05
2025-09-20 18:00:00 - Peren,91.0
2025-09-21 06:00:00 - Peren,90.95
2025-09-21 12:00:00 - Peren,90.9
2025-09-21 18:00:00 - Peren,90.85
2025-09-22 06:00:00 - Peren,90.85
2025-09-22 12:00:00 - Peren,90.8
2025-09-22 18:00:00 - Peren,90.8
2025-09-23 06:00:00 - Peren,90.8
2025-09-23 12:00:00 - Peren,90.75
